,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Kamenka,51.3223,42.7678,37.99,67,100,7.09,RU,1616421831
355,Ngaoundéré,7.3167,13.5833,82.83,51,92,5.28,CM,1616421831
356,Luau,-10.7073,22.2247,76.1,80,98,4.21,AO,1616421831
357,Kano,12.0001,8.5167,102.2,12,0,10.36,NG,1616421832
358,Scurtu Mare,44.35,25.2667,39.99,82,100,5.75,RO,1616421832
359,Dickinson,29.4608,-95.0513,64.99,77,20,5.75,US,1616421780
360,Deer Lake,49.1667,-57.4316,42.8,52,75,17.27,CA,1616421832
361,Tricase,39.9304,18.3553,51.8,71,40,13.8,IT,1616421833
362,Salamanca,40.8333,-6.0,55.99,16,23,1.01,ES,1616421833
363,Bonito,-21.1211,-56.4819,80.94,84,95,3.04,BR,1616421834
364,Ingham,42.6,-84.3833,55.4,47,1,5.75,US,1616421834
365,Hobyo,5.3505,48.5268,81.81,66,0,16.82,SO,1616421834
366,Formosa,-26.1775,-58.1781,75.2,83,75,2.3,AR,1616421835
367,Lagoa,39.05,-27.9833,59.22,82,18,14.05,PT,1616421729
368,Yeppoon,-23.1333,150.7333,77.0,83,40,9.75,AU,1616421835
369,La Providencia,28.7167,-111.5833,52.0,62,0,7.72,MX,1616421835
370,Trairi,-3.2778,-39.2689,85.68,64,6,8.97,BR,1616421755
371,Magog,45.2668,-72.1491,32.0,74,0,2.3,CA,1616421836
372,Tura,25.5198,90.2201,76.06,20,0,2.21,IN,1616421836
373,Tomaszów Lubelski,50.4477,23.4162,39.99,53,73,10.36,PL,1616421836
374,Lüderitz,-26.6481,15.1594,70.29,64,9,5.84,NA,1616421837
375,Bereda,43.2686,-7.5406,64.0,54,0,11.01,ES,1616421837
376,Kirovsk,48.6375,38.6428,41.32,46,100,5.44,UA,1616421837
377,Kayes,14.0,-11.0,104.11,10,100,7.38,ML,1616421838
378,Matamoros,25.5333,-103.25,62.6,39,75,2.73,MX,1616421838
379,Lompoc,34.6391,-120.4579,46.4,93,1,8.72,US,1616421785
380,Belgrade,44.804,20.4651,37.0,93,75,6.91,RS,1616421741
381,Deputatsky,69.3,139.9,-15.63,99,100,1.12,RU,1616421838
382,Imbituba,-28.24,-48.6703,78.8,78,75,10.36,BR,1616421721
383,Brae,60.3964,-1.353,46.4,93,75,24.16,GB,1616421839
384,Bara,10.3744,10.7288,107.6,21,0,10.36,NG,1616421839
385,Talcahuano,-36.7167,-73.1167,62.6,77,40,2.3,CL,1616421840
386,Beidao,34.5686,105.8933,39.0,49,0,5.01,CN,1616421840
387,Halifax,44.6453,-63.5724,51.01,49,1,6.91,CA,1616421824
388,Svetlaya,46.5389,138.3297,26.53,75,0,6.42,RU,1616421840
389,Timrå,62.487,17.3257,44.01,75,90,3.44,SE,1616421841
390,Muniz Freire,-20.4642,-41.4131,82.65,63,15,1.99,BR,1616421841
391,Thinadhoo,0.5333,72.9333,84.0,70,13,8.75,MV,1616421841
392,Pacific Grove,36.6177,-121.9166,50.0,83,57,7.96,US,1616421678
393,Nuuk,64.1835,-51.7216,19.4,73,90,9.22,GL,1616421709
394,Turochak,52.2576,87.1224,33.8,99,100,1.39,RU,1616421842
395,Pemba,-12.974,40.5178,86.0,70,75,10.36,MZ,1616421842
396,Kérouané,9.2667,-9.0167,79.95,65,100,2.01,GN,1616421843
397,Winslow,35.0242,-110.6974,34.0,40,1,19.57,US,1616421843
398,Rudnya,54.947,31.0934,32.0,47,75,11.18,RU,1616421843
399,Alice Town,25.7167,-79.3,66.97,71,99,12.03,BS,1616421843
400,Sandakan,5.8402,118.1179,80.6,94,20,1.14,MY,1616421844
401,Krasnosel'kup,65.7,82.4667,3.6,94,99,13.04,RU,1616421844
402,Nouakchott,18.0858,-15.9785,86.0,26,0,3.44,MR,1616421788
403,Aketi,2.7388,23.7833,81.9,61,99,3.58,CD,1616421845
404,San Fernando del Valle de Catamarca,-28.4696,-65.7852,70.0,79,5,4.0,AR,1616421751
405,Chapais,49.7834,-74.8492,41.0,42,1,14.97,CA,1616421763
406,Tortolì,39.9256,9.6572,50.0,53,75,33.38,IT,1616421845
407,Yatou,37.15,122.3833,43.86,52,0,8.48,CN,1616421846
408,Antonina,-25.4286,-48.7119,71.6,88,75,6.91,BR,1616421602
409,Labuhan,-6.8844,112.2051,80.65,84,96,9.66,ID,1616421699
410,Ontario,34.0633,-117.6509,46.4,65,1,3.44,US,1616421757
411,Grindavik,63.8424,-22.4338,35.6,75,75,34.52,IS,1616421713
412,Hamilton,39.1834,-84.5333,55.99,54,75,11.5,US,1616421754
413,Ostrovnoy,68.0531,39.5131,25.81,83,88,14.36,RU,1616421847
414,Christchurch,-43.5333,172.6333,52.0,100,90,1.14,NZ,1616421651
415,Itoman,26.1247,127.6694,60.8,55,40,18.41,JP,1616421847
416,Margate,51.3813,1.3862,54.0,67,53,3.69,GB,1616421847
417,Rosetta,31.4044,30.4164,77.0,33,75,6.91,EG,1616421848
418,Nikel,69.4128,30.222,26.6,63,0,10.36,RU,1616421848
419,Ginda,30.6945,78.4932,54.57,61,95,5.91,IN,1616421848
420,Srednekolymsk,67.45,153.6833,-4.97,83,0,3.96,RU,1616421849
421,Sørland,67.667,12.6934,42.8,93,75,18.41,NO,1616421849
422,Klaksvík,62.2266,-6.589,46.4,87,75,13.8,FO,1616421849
423,Yulara,-25.2406,130.9889,71.6,88,90,5.75,AU,1616421850
424,Kudahuvadhoo,2.6708,72.8944,83.55,69,20,6.93,MV,1616421850
425,Tombouctou,20.0,-3.0,86.34,13,44,14.18,ML,1616421850
426,Marrakesh,31.6315,-8.0083,71.6,33,20,4.61,MA,1616421787
427,Port Moresby,-9.4431,147.1797,77.0,100,75,3.44,PG,1616421851
428,Farsund,58.0948,6.8047,45.0,92,87,20.31,NO,1616421851
429,Sorong,-0.8833,131.25,83.05,76,100,9.19,ID,1616421851
430,Carballo,43.213,-8.691,60.8,51,0,6.91,ES,1616421852
431,Port Said,31.2565,32.2841,75.2,46,0,2.3,EG,1616421852
432,São Mateus do Maranhão,-4.0417,-44.475,79.16,81,97,3.85,BR,1616421852
433,Puerto Ayacucho,5.6639,-67.6236,86.22,60,70,2.73,VE,1616421852
434,Buritis,-15.6178,-46.4233,77.18,75,100,6.67,BR,1616421853
435,Altay,47.8667,88.1167,29.62,63,0,4.0,CN,1616421853
436,Irbeyskoye,55.6428,95.4522,27.16,90,81,5.5,RU,1616421854
437,Talaya,61.3833,152.75,9.95,94,100,5.32,RU,1616421854
438,Darhan,49.4867,105.9228,30.99,75,100,0.51,MN,1616421849
439,Tarakan,3.3,117.6333,82.98,75,75,6.6,ID,1616421855
440,Tranås,58.0372,14.9782,50.0,46,0,17.27,SE,1616421855
441,Chaman,30.9236,66.4512,62.37,33,100,1.97,PK,1616421855
442,Cayenne,4.9333,-52.3333,79.0,94,75,10.36,GF,1616421607
443,Sibolga,1.7427,98.7792,79.05,88,94,2.62,ID,1616421856
444,Maltahöhe,-24.8333,16.9833,81.19,39,99,11.95,NA,1616421856
445,Bend,44.0582,-121.3153,37.4,65,40,12.66,US,1616421309
446,Pyaozerskiy,65.8333,31.1667,25.86,80,0,8.19,RU,1616421857
447,Izumo,35.3667,132.7667,39.2,93,20,4.61,JP,1616421857
448,Macomb,40.4592,-90.6718,51.01,62,1,8.05,US,1616421763
449,Faya,18.3851,42.4509,80.6,40,20,13.8,SA,1616421857
450,Sioux Lookout,50.1001,-91.917,30.2,86,75,10.36,CA,1616421858
451,El Sauzal de Rodríguez,31.9,-116.6833,49.21,73,0,3.15,MX,1616421856
452,Colares,38.7992,-9.4469,64.4,55,0,10.36,PT,1616421858
453,Cidreira,-30.1811,-50.2056,74.39,77,100,10.87,BR,1616421859
454,Byron Bay,-28.65,153.6167,69.8,88,75,19.57,AU,1616421859
455,Tabuk,17.4189,121.4443,71.46,94,100,6.02,PH,1616421859
456,Blahodatne,50.6637,24.2492,39.99,53,91,10.87,UA,1616421859
457,Chuāri Khās,32.4333,76.0167,63.16,51,100,11.25,IN,1616421860
458,Nabire,-3.3667,135.4833,75.22,93,100,6.31,ID,1616421860
459,Quijingue,-10.7525,-39.2092,86.41,47,75,7.36,BR,1616421860
460,Fort Saint James,54.4333,-124.25,24.49,89,100,2.3,CA,1616421861
461,Huadian,42.9633,126.7478,33.49,64,53,5.03,CN,1616421861
462,Portland,45.5234,-122.6762,44.01,91,100,3.0,US,1616421569
463,Antalaha,-14.9003,50.2788,82.31,78,86,3.15,MG,1616421861
464,Usinsk,65.9939,57.5281,21.56,94,100,11.12,RU,1616421862
465,Ugoofaaru,5.6667,73.0,84.4,72,59,10.74,MV,1616421862
466,Kawalu,-7.3817,108.2082,73.89,95,100,0.72,ID,1616421862
467,Shiyan,32.6475,110.7781,48.99,28,0,1.97,CN,1616421863
468,Tual,-5.6667,132.75,85.26,64,77,2.71,ID,1616421863
469,Talnakh,69.4865,88.3972,-1.07,97,100,7.45,RU,1616421863
470,Lakselv,70.0513,24.9718,30.2,51,0,14.97,NO,1616421864
471,Ust-Tsilma,65.441,52.1498,25.5,96,100,5.61,RU,1616421864
472,Opuwo,-18.0607,13.84,81.64,53,87,5.03,NA,1616421864
473,Maniitsoq,65.4167,-52.9,16.41,87,100,9.95,GL,1616421865
474,Tateyama,34.9833,139.8667,50.0,51,87,14.18,JP,1616421865
475,Andrews,32.3187,-102.5457,57.2,72,40,16.11,US,1616421865
476,Necochea,-38.5473,-58.7368,62.01,68,0,3.0,AR,1616421865
477,Port Hardy,50.6996,-127.4199,41.0,93,90,9.22,CA,1616421780
478,Seddon,-37.8068,144.8916,66.0,100,90,6.08,AU,1616421866
479,Atasū,48.6814,71.6433,28.15,97,100,2.95,KZ,1616421866
480,Mount Gambier,-37.8333,140.7667,64.4,88,90,4.61,AU,1616421866
481,Lubbock,33.6001,-101.8338,55.99,76,75,12.66,US,1616421622
482,Bang Krathum,16.5783,100.3003,91.99,58,32,6.91,TH,1616421867
483,Aksarka,66.5606,67.7975,1.35,99,81,4.47,RU,1616421867
484,Jaisalmer,26.9147,70.9181,76.1,44,100,17.78,IN,1616421868
485,Kutum,14.2,24.6667,96.6,8,0,9.33,SD,1616421868
486,Monastyryshche,48.9909,29.8047,40.01,62,100,9.35,UA,1616421868
487,Shelburne,44.0787,-80.2041,46.99,42,80,11.92,CA,1616421603
488,Uri,34.0833,74.0333,50.02,97,100,1.97,IN,1616421869
489,Djibouti,11.5,42.5,86.0,45,1,6.91,DJ,1616421869
490,Bintulu,3.1667,113.0333,78.8,94,40,3.44,MY,1616421820
491,Salinas,36.6777,-121.6555,51.8,76,90,8.05,US,1616421870
492,Marawi,7.9986,124.2928,78.01,87,92,4.0,PH,1616421870
493,Muswellbrook,-32.2667,150.9,64.99,88,100,7.0,AU,1616421870
494,Port-Gentil,-0.7193,8.7815,82.4,74,40,4.61,GA,1616421870
495,Edd,13.9297,41.6925,95.2,23,0,23.24,ER,1616421871
496,Micheweni,-4.9667,39.8333,86.85,61,3,9.91,TZ,1616421871
497,Dolores,-36.3132,-57.6792,65.57,67,0,4.52,AR,1616421871
498,Hambantota,6.1241,81.1185,82.4,94,75,4.61,LK,1616421872
499,Aquiraz,-3.9014,-38.3911,80.6,83,40,4.61,BR,1616421872
500,Srīvardhan,18.0333,73.0167,79.88,69,0,8.81,IN,1616421872
501,Imeni Poliny Osipenko,52.4201,136.4853,15.01,87,0,0.51,RU,1616421873
502,Nichinan,31.6,131.3667,41.0,65,0,8.01,JP,1616421873
503,Aktobe,50.2797,57.2072,26.6,80,40,4.47,KZ,1616421779
504,Nurota,40.5614,65.6886,64.4,42,8,6.91,UZ,1616421873
505,Campamento,14.55,-86.65,68.61,82,51,1.03,HN,1616421874
506,Mattru,7.6244,-11.8332,91.71,45,68,1.14,SL,1616421874
507,Nhamundá,-2.1861,-56.7131,85.08,68,98,3.27,BR,1616421874
508,Assiniboia,49.6334,-105.9845,30.2,43,100,8.05,CA,1616421875
509,Kaitangata,-46.2817,169.8464,52.18,95,92,2.06,NZ,1616421875
510,Russell,32.3502,-85.1999,59.0,55,1,10.36,US,1616421875
511,Helong,42.5397,128.9972,32.9,61,24,8.59,CN,1616421876
512,Boshkengash,38.4661,68.8053,62.6,42,100,8.95,TJ,1616421876
513,Anqiu,36.4342,119.1925,50.2,29,0,9.44,CN,1616421876
514,Palm Coast,29.585,-81.2078,64.99,94,90,17.27,US,1616421728
515,Saldanha,-33.0117,17.9442,89.6,22,0,13.8,ZA,1616421877
516,Baru,-7.0525,112.3901,82.4,78,40,8.05,ID,1616421877
517,Wau,7.7029,27.9953,99.63,27,100,4.97,SS,1616421877
518,Taku,39.0211,117.6469,57.2,21,0,11.18,CN,1616421878
519,Pine Bluff,34.2284,-92.0032,51.8,71,1,5.75,US,1616421878
520,Brisbane,-27.4679,153.0281,72.0,91,100,10.63,AU,1616421857
521,Alofi,-19.0595,-169.9187,77.0,100,100,9.22,NU,1616421878
522,Philadelphia,39.9523,-75.1638,51.8,66,1,8.05,US,1616421770
523,Souillac,-20.5167,57.5167,82.4,78,75,11.5,MU,1616421879
524,Beyneu,45.3167,55.2,44.47,48,99,6.24,KZ,1616421879
525,Belyy Yar,53.6039,91.3903,41.0,56,0,5.26,RU,1616421880
526,Penzance,50.1186,-5.5371,50.0,62,75,4.61,GB,1616421880
527,Hashtrūd,37.4779,47.0508,56.1,31,100,23.4,IR,1616421880
528,Santa Maria,-29.6842,-53.8069,71.6,94,90,10.36,BR,1616421881
529,Japura,-0.3167,102.35,75.13,93,100,2.57,ID,1616421881
530,Makat,47.6469,53.3463,40.06,63,80,5.41,KZ,1616421881
531,Kashipur,29.2167,78.95,78.67,26,10,8.37,IN,1616421881
532,Saint-François,46.4154,3.9054,50.0,61,90,13.8,FR,1616421882
533,Ahipara,-35.1667,173.1667,57.06,83,41,4.68,NZ,1616421882
534,Les Cayes,18.2,-73.75,79.27,71,6,3.56,HT,1616421882
535,Joshīmath,30.5667,79.5667,52.21,78,100,3.65,IN,1616421883
536,Smithers,54.7804,-127.1743,24.8,93,1,3.44,CA,1616421604
537,Esim,4.8699,-2.2405,84.81,70,30,14.0,GH,1616421883
538,Mangan,27.5167,88.5333,70.39,55,90,2.77,IN,1616421883
539,Pudozh,61.8099,36.5345,29.46,89,100,10.47,RU,1616421884
540,Wajid,3.8093,43.2471,96.75,19,6,14.92,SO,1616421884
541,Yalta,44.5,34.1667,41.0,71,100,14.07,UA,1616421751
542,Makakilo City,21.3469,-158.0858,71.6,64,1,5.75,US,1616421711
543,De-Kastri,51.4667,140.7833,21.45,78,73,17.58,RU,1616421885
544,Wanaka,-44.7,169.15,55.65,84,0,2.24,NZ,1616421885
545,Iralaya,15.0,-83.2333,75.2,94,40,5.75,HN,1616421885
546,Assaí,-23.3733,-50.8414,87.8,58,20,6.91,BR,1616421886
547,Khasan,42.4308,130.6434,35.49,66,0,6.26,RU,1616421886
548,Whitehorse,60.7161,-135.0538,8.01,92,75,2.3,CA,1616421785
549,Bavly,54.393,53.2602,26.91,90,100,12.41,RU,1616421886
550,Keetmanshoop,-26.5833,18.1333,84.2,37,31,4.61,NA,1616421887
551,Puerto Nariño,-3.7703,-70.3831,78.8,83,40,2.3,CO,1616421887
552,Kropotkin,45.4375,40.5756,43.0,46,93,10.07,RU,1616421743
553,Aksu,41.1231,80.2644,53.64,30,100,7.58,CN,1616421887
554,Dauriya,49.9333,116.8667,35.06,70,100,15.88,RU,1616421888
555,Korla,41.7597,86.1469,49.91,38,32,0.78,CN,1616421888
556,Coyotepec,19.775,-99.2072,59.0,47,1,3.44,MX,1616421888
557,Gort,53.0664,-8.8167,51.8,66,75,11.5,IE,1616421889
558,North Bend,43.4065,-124.2243,46.4,100,90,10.36,US,1616421867
559,Fort Nelson,58.8053,-122.7002,12.2,85,90,3.44,CA,1616421603
560,Koslan,63.4564,48.8989,29.41,97,100,4.25,RU,1616421889
561,Vangaindrano,-23.35,47.6,80.92,81,3,7.31,MG,1616421889
562,Coruripe,-10.1256,-36.1756,84.04,65,27,8.32,BR,1616421890
563,Los Llanos de Aridane,28.6585,-17.9182,62.6,67,75,11.5,ES,1616421890
564,Berlevåg,70.8578,29.0864,30.2,74,75,18.41,NO,1616421890
565,Mubi,10.2676,13.2644,102.65,14,77,5.95,NG,1616421891
566,Lipin Bor,60.2622,37.9763,28.87,89,100,11.3,RU,1616421891
567,Muisne,0.6,-80.0333,77.0,94,75,3.44,EC,1616421891
568,Wallasey,53.4232,-3.065,53.6,62,75,10.36,GB,1616421892
569,Mizdah,31.4451,12.9801,55.47,35,100,17.76,LY,1616421892
570,Alyangula,-13.8483,136.4192,83.12,76,48,7.65,AU,1616421893
571,Salamiyah,35.0113,37.0532,73.09,38,100,30.6,SY,1616421893
572,Sobolevo,54.4299,31.8996,30.45,77,32,9.31,RU,1616421893
573,Malatya Province,38.5,38.0,62.6,45,75,16.11,TR,1616421894
574,Nerchinskiy Zavod,51.3088,119.61,24.93,87,100,2.98,RU,1616421894
575,Zelenogorskiy,55.0333,87.0,33.8,69,40,4.47,RU,1616421894
576,Billings Metropolitan Area,45.7833,-108.5007,34.0,55,90,9.22,US,1616421513
577,Lūnāvāda,23.1333,73.6167,88.92,15,18,5.23,IN,1616421895
578,Springdale,36.1867,-94.1288,53.01,66,1,5.75,US,1616421839
579,Constantine,36.365,6.6147,46.4,81,75,18.41,DZ,1616421895
580,Novosergiyevka,52.0934,53.6528,27.12,92,95,9.78,RU,1616421896
581,Marystown,47.1666,-55.1483,38.86,84,95,20.49,CA,1616421896
582,Timizart,36.8,4.2667,49.42,82,92,8.03,DZ,1616421896
583,Cherdyn',60.403,56.4787,27.12,93,100,11.74,RU,1616421897
584,Ondjiva,-17.0667,15.7333,80.6,61,75,2.3,AO,1616421897
585,Huarmey,-10.0681,-78.1522,75.45,71,15,5.44,PE,1616421897
586,Safranbolu,41.2508,32.6942,63.14,56,67,8.03,TR,1616421897
587,Ranot,7.7777,100.3213,82.62,75,100,14.5,TH,1616421898
588,Matara,5.9485,80.5353,78.87,88,34,5.97,LK,1616421632
589,Mosquera,4.7059,-74.2302,55.4,71,75,6.91,CO,1616421674
590,Mezhdurechensk,53.6942,88.0603,33.85,99,100,3.4,RU,1616421898
591,Nelson Bay,-32.7167,152.15,66.2,100,90,6.91,AU,1616421899
592,Sibi,29.5448,67.8764,75.6,39,78,28.34,PK,1616421899
593,Sisimiut,66.9395,-53.6735,14.83,86,100,21.7,GL,1616421779
594,Beloha,-25.1667,45.05,79.29,75,74,7.72,MG,1616421899
595,São João da Barra,-21.6403,-41.0511,86.0,58,0,11.5,BR,1616421900
596,Sarangani,5.4033,125.4636,83.23,79,68,26.28,PH,1616421900
597,Correntina,-13.3433,-44.6367,80.4,55,100,8.86,BR,1616421900
598,Kidal,18.4411,1.4078,96.24,11,0,10.65,ML,1616421767
599,Xai-Xai,-25.0519,33.6442,78.17,74,57,14.41,MZ,1616421901
600,Paita,-5.0892,-81.1144,78.8,69,0,12.66,PE,1616421901
601,Mashhad,36.297,59.6062,62.6,45,75,4.61,IR,1616421903
